ticket_id,timestamp,alert_severity,alert_type,source_ip,dest_asset,assigned_analyst,time_to_acknowledge,time_to_close,resolution_notes,escalated,shift
TKT-004435,2026-08-24T00:17:30.394782,HIGH,SQL Injection,10.95.150.43,net-fw-10,Karan Mehta,38,5996,Triaged SQL Injection alert from net-fw-10. Correlated with SIEM logs — determined to be benign activity from scheduled legacy application compatibility issue.,True,NIGHT
TKT-002799,2026-08-15T01:02:49.707427,LOW,DNS Tunneling,10.172.148.233,net-sw-11,Meera Iyer,276,1788,Performed deep-dive on DNS Tunneling. Memory dump analysis showed no IOCs. Likely caused by legitimate admin remote session. Closing as benign.,False,NIGHT
TKT-004493,2026-08-14T09:52:17.937840,LOW,Malware Detection,10.67.59.44,prod-db-32,Karan Mehta,273,312,Performed deep-dive on Malware Detection. Memory dump analysis showed no IOCs. Likely caused by legitimate admin remote session. Closing as benign.,False,DAY
TKT-005460,2026-09-03T21:54:16.153068,LOW,Brute Force Attempt,10.46.154.41,dev-ws-35,Karan Mehta,812,1255,Performed deep-dive on Brute Force Attempt. Memory dump analysis showed no IOCs. Likely caused by network topology change during patching. Closing as benign.,False,SWING
TKT-007320,2026-09-10T20:08:23.637740,MEDIUM,Insider Threat,10.77.17.212,stg-app-19,Amit Verma,132,991,Confirmed true positive for Insider Threat. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,False,SWING
TKT-008792,2026-08-18T23:45:19.126560,LOW,Lateral Movement,10.154.195.186,mail-srv-12,Neha Joshi,224,1035,Detected Lateral Movement pattern on mail-srv-12. Updated IDS signatures and added source to watchlist. legitimate admin remote session confirmed.,False,NIGHT
TKT-002855,2026-09-08T09:16:32.414588,MEDIUM,XSS Attack,10.179.76.202,corp-ws-6,Pooja Chauhan,311,1311,"Escalated XSS Attack to Tier-2. Forensic analysis revealed legitimate admin remote session. Remediation applied, monitoring for recurrence.",False,DAY
TKT-007870,2026-09-09T11:25:52.051788,HIGH,Lateral Movement,10.165.214.124,net-fw-40,Vikram Singh,277,1158,Detected Lateral Movement pattern on net-fw-40. Updated IDS signatures and added source to watchlist. legacy application compatibility issue confirmed.,True,DAY
TKT-009583,2026-08-24T02:11:03.892381,HIGH,XSS Attack,10.154.204.51,prod-web-45,Karan Mehta,121,3694,Triaged XSS Attack alert from prod-web-45. Correlated with SIEM logs — determined to be benign activity from scheduled test traffic from red-team exercise.,True,NIGHT
TKT-003778,2026-09-01T11:04:53.020476,HIGH,Phishing Email,10.136.44.132,hr-ws-8,Karan Mehta,91,6565,Investigated Phishing Email on hr-ws-8. Contained threat by isolating the host and running full AV scan. Root cause: expired SSL certificate renewal process.,False,DAY
TKT-005448,2026-09-09T01:55:44.732768,MEDIUM,Malware Detection,10.152.21.161,dev-ws-20,Priya Patel,89,1104,Reviewed Malware Detection targeting dev-ws-20. Source identified as internal penetration test. Verified with Engineering team lead.,False,NIGHT
TKT-002792,2026-08-15T02:59:20.838690,MEDIUM,Privilege Escalation,10.85.235.24,stg-web-3,Priya Patel,285,924,Triaged Privilege Escalation alert from stg-web-3. Correlated with SIEM logs — determined to be benign activity from scheduled legitimate admin remote session.,False,NIGHT
TKT-006263,2026-08-15T12:11:29.854311,LOW,Malware Detection,10.103.145.105,vpn-gw-44,Sunita Rao,709,1253,Investigated Malware Detection on vpn-gw-44. Contained threat by isolating the host and running full AV scan. Root cause: network topology change during patching.,False,DAY
TKT-007423,2026-09-04T16:09:16.433945,MEDIUM,XSS Attack,10.181.203.1,net-fw-25,Vikram Singh,295,1253,Investigated XSS Attack on net-fw-25. Contained threat by isolating the host and running full AV scan. Root cause: misconfigured service account.,False,SWING
TKT-002743,2026-08-30T16:12:03.622828,CRITICAL,C2 Communication,10.31.227.96,file-srv-28,Pooja Chauhan,97,4810,Detected C2 Communication pattern on file-srv-28. Updated IDS signatures and added source to watchlist. misconfigured service account confirmed.,True,SWING
TKT-006842,2026-09-12T14:45:54.145558,LOW,DDoS Attack,10.227.239.166,prod-app-16,Vikram Singh,240,1193,Investigated DDoS Attack on prod-app-16. Contained threat by isolating the host and running full AV scan. Root cause: network topology change during patching.,False,SWING
TKT-007886,2026-08-25T21:29:36.592940,HIGH,DDoS Attack,10.235.175.233,dev-ws-20,Amit Verma,105,3716,"Escalated DDoS Attack to Tier-2. Forensic analysis revealed legitimate admin remote session. Remediation applied, monitoring for recurrence.",True,SWING
TKT-007254,2026-08-20T20:40:09.282934,LOW,SQL Injection,10.173.230.114,prod-web-30,Pooja Chauhan,347,388,Triaged SQL Injection alert from prod-web-30. Correlated with SIEM logs — determined to be benign activity from scheduled network topology change during patching.,False,SWING
TKT-009147,2026-08-30T20:43:05.152774,CRITICAL,Data Exfiltration,10.186.204.108,net-fw-25,Arjun Nair,37,10256,Performed deep-dive on Data Exfiltration. Memory dump analysis showed no IOCs. Likely caused by legitimate admin remote session. Closing as benign.,False,SWING
TKT-004582,2026-09-01T19:05:59.768484,LOW,Unauthorized Access,10.225.63.206,vpn-gw-14,Karan Mehta,184,937,"Responded to Unauthorized Access on vpn-gw-14. Quarantined suspicious binary, submitted hash to local sandbox. Result: network topology change during patching.",False,SWING
TKT-007111,2026-09-11T12:15:20.029297,LOW,Unauthorized Access,10.0.230.34,prod-db-32,Rohit Malhotra,292,446,Investigated Unauthorized Access on prod-db-32. Contained threat by isolating the host and running full AV scan. Root cause: test traffic from red-team exercise.,False,DAY
TKT-001506,2026-08-17T16:56:53.748346,LOW,DNS Tunneling,10.220.109.27,mail-srv-27,Amit Verma,862,1779,Reviewed DNS Tunneling targeting mail-srv-27. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,SWING
TKT-004779,2026-08-29T18:42:13.296334,LOW,Unauthorized Access,10.183.225.238,mail-srv-12,Sanjay Gupta,865,1707,Triaged Unauthorized Access alert from mail-srv-12. Correlated with SIEM logs — determined to be benign activity from scheduled legitimate admin remote session.,False,SWING
TKT-008764,2026-09-10T23:02:31.523641,MEDIUM,Unauthorized Access,10.205.248.221,net-fw-10,Karan Mehta,64,791,Investigated Unauthorized Access on net-fw-10. Contained threat by isolating the host and running full AV scan. Root cause: legitimate admin remote session.,False,NIGHT
TKT-003083,2026-08-24T06:47:42.550347,LOW,Privilege Escalation,10.169.253.91,mail-srv-42,Vikram Singh,832,1329,Investigated Privilege Escalation on mail-srv-42. Contained threat by isolating the host and running full AV scan. Root cause: scheduled maintenance script execution.,False,DAY
TKT-006889,2026-09-10T22:12:58.138676,MEDIUM,Lateral Movement,10.168.21.238,net-sw-41,Neha Joshi,180,2255,Detected Lateral Movement pattern on net-sw-41. Updated IDS signatures and added source to watchlist. expired SSL certificate renewal process confirmed.,False,NIGHT
TKT-005863,2026-08-20T00:06:42.467812,LOW,Unauthorized Access,10.171.160.152,file-srv-43,Meera Iyer,307,425,Confirmed true positive for Unauthorized Access. Blocked source IP at perimeter firewall. Notified asset owner in Operations.,False,NIGHT
TKT-001965,2026-08-31T09:23:42.213513,HIGH,Ransomware,10.207.132.222,stg-app-34,Meera Iyer,41,4338,Investigated Ransomware on stg-app-34. Contained threat by isolating the host and running full AV scan. Root cause: expired SSL certificate renewal process.,False,DAY
TKT-009099,2026-08-30T04:38:37.064148,LOW,SQL Injection,10.86.77.4,file-srv-28,Sanjay Gupta,177,1465,"Responded to SQL Injection on file-srv-28. Quarantined suspicious binary, submitted hash to local sandbox. Result: network topology change during patching.",False,NIGHT
TKT-004298,2026-08-27T09:36:39.351481,LOW,Ransomware,10.100.253.31,prod-db-32,Pooja Chauhan,716,791,Detected Ransomware pattern on prod-db-32. Updated IDS signatures and added source to watchlist. expired SSL certificate renewal process confirmed.,False,DAY
TKT-005811,2026-08-21T21:01:56.425281,LOW,Lateral Movement,10.66.219.215,vpn-gw-14,Sanjay Gupta,521,1477,"Escalated Lateral Movement to Tier-2. Forensic analysis revealed test traffic from red-team exercise. Remediation applied, monitoring for recurrence.",False,SWING
TKT-009537,2026-09-07T09:49:21.748393,HIGH,Unauthorized Access,10.18.127.38,vpn-gw-14,Priya Patel,140,1308,Detected Unauthorized Access pattern on vpn-gw-14. Updated IDS signatures and added source to watchlist. outdated vulnerability scanner signatures confirmed.,False,DAY
TKT-006408,2026-08-24T01:41:32.923540,LOW,Ransomware,10.60.128.57,hr-ws-23,Priya Patel,470,822,Reviewed Ransomware targeting hr-ws-23. Source identified as internal penetration test. Verified with HR team lead.,False,NIGHT
TKT-005359,2026-08-22T06:50:50.032382,MEDIUM,Lateral Movement,10.78.60.9,vpn-gw-14,Sunita Rao,119,1744,Confirmed true positive for Lateral Movement. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,DAY
TKT-006086,2026-08-18T03:18:04.186976,HIGH,Lateral Movement,10.218.51.229,dev-ws-35,Vikram Singh,125,1571,"Responded to Lateral Movement on dev-ws-35. Quarantined suspicious binary, submitted hash to local sandbox. Result: network topology change during patching.",True,NIGHT
TKT-006576,2026-08-18T12:03:04.546552,CRITICAL,DNS Tunneling,10.196.166.189,corp-ws-21,Vikram Singh,26,3650,Detected DNS Tunneling pattern on corp-ws-21. Updated IDS signatures and added source to watchlist. network topology change during patching confirmed.,True,DAY
TKT-007260,2026-08-14T16:43:57.570110,HIGH,Brute Force Attempt,10.124.101.168,prod-web-30,Rajesh Kumar,52,5662,Triaged Brute Force Attempt alert from prod-web-30. Correlated with SIEM logs — determined to be benign activity from scheduled misconfigured service account.,False,SWING
TKT-002395,2026-08-24T15:22:38.885812,LOW,Ransomware,10.100.39.226,file-srv-43,Priya Patel,297,783,Performed deep-dive on Ransomware. Memory dump analysis showed no IOCs. Likely caused by outdated vulnerability scanner signatures. Closing as benign.,False,SWING
TKT-003901,2026-08-28T23:00:16.811442,MEDIUM,Ransomware,10.249.68.200,fin-ws-22,Deepa Reddy,338,1669,Confirmed true positive for Ransomware. Blocked source IP at perimeter firewall. Notified asset owner in Finance.,False,NIGHT
TKT-008661,2026-08-18T06:43:40.486487,CRITICAL,Ransomware,10.159.175.169,net-sw-41,Sanjay Gupta,68,2180,"Escalated Ransomware to Tier-2. Forensic analysis revealed misconfigured service account. Remediation applied, monitoring for recurrence.",False,DAY
TKT-000874,2026-09-10T06:35:44.831294,LOW,Phishing Email,10.191.251.104,prod-app-31,Priya Patel,133,308,Performed deep-dive on Phishing Email. Memory dump analysis showed no IOCs. Likely caused by network topology change during patching. Closing as benign.,False,DAY
TKT-005408,2026-08-28T04:04:26.239711,HIGH,DNS Tunneling,10.104.82.186,prod-db-2,Neha Joshi,204,2477,Reviewed DNS Tunneling targeting prod-db-2. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,NIGHT
TKT-005118,2026-08-29T11:13:53.568525,LOW,Insider Threat,10.222.150.80,prod-web-30,Kavita Deshmukh,463,1257,Triaged Insider Threat alert from prod-web-30. Correlated with SIEM logs — determined to be benign activity from scheduled scheduled maintenance script execution.,False,DAY
TKT-000289,2026-08-14T03:51:57.723263,HIGH,Privilege Escalation,10.211.198.200,corp-ws-21,Rohit Malhotra,73,6837,"False positive, no action needed.",False,NIGHT
TKT-005940,2026-08-23T22:43:10.655162,HIGH,Privilege Escalation,10.63.26.99,net-fw-40,Arjun Nair,112,4416,"Escalated Privilege Escalation to Tier-2. Forensic analysis revealed outdated vulnerability scanner signatures. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-009446,2026-08-23T21:55:44.808316,CRITICAL,Malware Detection,10.120.190.10,vpn-gw-44,Ananya Sharma,74,9215,Triaged Malware Detection alert from vpn-gw-44. Correlated with SIEM logs — determined to be benign activity from scheduled test traffic from red-team exercise.,False,SWING
TKT-009317,2026-09-10T23:15:48.861876,MEDIUM,Ransomware,10.75.113.190,hr-ws-38,Deepa Reddy,286,743,Investigated Ransomware on hr-ws-38. Contained threat by isolating the host and running full AV scan. Root cause: legitimate admin remote session.,False,NIGHT
TKT-008556,2026-09-02T10:46:37.726430,MEDIUM,Brute Force Attempt,10.86.247.54,vpn-gw-29,Sanjay Gupta,507,879,Detected Brute Force Attempt pattern on vpn-gw-29. Updated IDS signatures and added source to watchlist. scheduled maintenance script execution confirmed.,False,DAY
TKT-002255,2026-08-24T19:11:26.835101,LOW,Privilege Escalation,10.243.11.170,mail-srv-42,Kavita Deshmukh,511,830,Investigated Privilege Escalation on mail-srv-42. Contained threat by isolating the host and running full AV scan. Root cause: outdated vulnerability scanner signatures.,False,SWING
TKT-000432,2026-08-26T19:13:11.125736,MEDIUM,Insider Threat,10.68.175.231,exec-ws-39,Sanjay Gupta,561,2071,Issue resolved. Closing ticket.,False,SWING
TKT-006641,2026-08-26T07:42:26.207153,HIGH,Unauthorized Access,10.129.182.151,net-sw-11,Sanjay Gupta,191,2014,"Responded to Unauthorized Access on net-sw-11. Quarantined suspicious binary, submitted hash to local sandbox. Result: scheduled maintenance script execution.",False,DAY
TKT-002517,2026-08-21T19:27:13.325185,LOW,Insider Threat,10.253.69.13,file-srv-28,Karan Mehta,768,1125,Detected Insider Threat pattern on file-srv-28. Updated IDS signatures and added source to watchlist. legitimate admin remote session confirmed.,False,SWING
TKT-009641,2026-08-17T10:13:59.566613,CRITICAL,XSS Attack,10.233.39.192,net-sw-11,Deepa Reddy,23,13368,Performed deep-dive on XSS Attack. Memory dump analysis showed no IOCs. Likely caused by expired SSL certificate renewal process. Closing as benign.,True,DAY
TKT-009476,2026-09-08T08:51:39.600981,CRITICAL,Phishing Email,10.39.249.109,exec-ws-39,Kavita Deshmukh,34,4602,Detected Phishing Email pattern on exec-ws-39. Updated IDS signatures and added source to watchlist. misconfigured service account confirmed.,True,DAY
TKT-009394,2026-08-30T21:34:58.177283,MEDIUM,Brute Force Attempt,10.63.58.11,hr-ws-23,Karan Mehta,139,3406,Detected Brute Force Attempt pattern on hr-ws-23. Updated IDS signatures and added source to watchlist. legitimate admin remote session confirmed.,True,SWING
TKT-002159,2026-08-23T18:35:08.393753,LOW,DNS Tunneling,10.114.15.252,stg-web-3,Amit Verma,673,399,Reviewed DNS Tunneling targeting stg-web-3. Source identified as internal penetration test. Verified with Engineering team lead.,False,SWING
TKT-005193,2026-09-05T06:39:39.289400,MEDIUM,C2 Communication,10.31.145.128,prod-app-16,Kavita Deshmukh,474,1413,Performed deep-dive on C2 Communication. Memory dump analysis showed no IOCs. Likely caused by outdated vulnerability scanner signatures. Closing as benign.,True,DAY
TKT-000373,2026-09-12T00:14:46.651097,CRITICAL,DNS Tunneling,10.51.126.169,hr-ws-38,Amit Verma,40,6166,No threat detected upon investigation.,False,NIGHT
TKT-000890,2026-09-04T03:34:44.444645,HIGH,Port Scan,10.254.44.78,stg-app-19,Vikram Singh,288,5160,"Responded to Port Scan on stg-app-19. Quarantined suspicious binary, submitted hash to local sandbox. Result: scheduled maintenance script execution.",True,NIGHT
TKT-009359,2026-09-02T08:46:38.032061,MEDIUM,Port Scan,10.74.9.146,vpn-gw-29,Ananya Sharma,66,2166,Confirmed true positive for Port Scan. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,DAY
TKT-001892,2026-08-23T15:15:37.639502,HIGH,Malware Detection,10.134.168.208,prod-web-30,Pooja Chauhan,300,5656,Confirmed true positive for Malware Detection. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,True,SWING
TKT-005588,2026-08-29T21:28:16.380828,CRITICAL,Insider Threat,10.209.165.105,mail-srv-12,Vikram Singh,93,13696,Investigated Insider Threat on mail-srv-12. Contained threat by isolating the host and running full AV scan. Root cause: network topology change during patching.,False,SWING
TKT-001131,2026-09-03T20:02:07.175788,LOW,Malware Detection,10.234.169.25,dev-ws-5,Meera Iyer,830,708,Investigated Malware Detection on dev-ws-5. Contained threat by isolating the host and running full AV scan. Root cause: test traffic from red-team exercise.,False,SWING
